subject	roi	distractor	n_trials	n_voxels	mean_beta	sem_beta
25	VO	upper_right	144	433	0.05018049478530884	0.016252271831035614
26	V1	lower_left	144	2745	0.3924822211265564	0.05137753486633301
26	V1	lower_right	144	2745	0.44100889563560486	0.04224833349386851
26	V1	no_distractor	144	2745	0.3545093834400177	0.04489671687285105
26	V1	upper_left	144	2745	0.3642232120037079	0.045824055870374046
26	V1	upper_right	144	2745	0.398891419172287	0.04246281087398529
26	V2	lower_left	144	2033	0.18315529823303223	0.04010023673375448
26	V2	lower_right	144	2033	0.22355884313583374	0.035920398930708565
26	V2	no_distractor	144	2033	0.17840959131717682	0.039114524920781456
26	V2	upper_left	144	2033	0.10753897577524185	0.036322315533955894
26	V2	upper_right	144	2033	0.20542500913143158	0.03440173467000326
26	V3	lower_left	144	1502	0.1492341160774231	0.03953784207503001
26	V3	lower_right	144	1502	0.18803924322128296	0.03453981628020605
26	V3	no_distractor	144	1502	0.13410449028015137	0.03695978224277496
26	V3	upper_left	144	1502	0.08154800534248352	0.03775357206662496
26	V3	upper_right	144	1502	0.1800127774477005	0.03164509932200114
26	V3AB	lower_left	144	1188	-0.00228405324742198	0.03835758070151011
26	V3AB	lower_right	144	1188	0.05251430720090866	0.03179805974165598
26	V3AB	no_distractor	144	1188	0.041979797184467316	0.03501080473264059
26	V3AB	upper_left	144	1188	-0.06854446977376938	0.03438143680493037
26	V3AB	upper_right	144	1188	0.04293017461895943	0.02908676614363988
26	hV4	lower_left	144	796	0.17804335057735443	0.04303369422753652
26	hV4	lower_right	144	796	0.16901569068431854	0.03622013827164968
26	hV4	no_distractor	144	796	0.14904305338859558	0.039278097450733185
26	hV4	upper_left	144	796	0.0773187056183815	0.04030970732371012
26	hV4	upper_right	144	796	0.14452995359897614	0.03694954266150793
26	LO	lower_left	144	980	0.2029714584350586	0.03801265607277552
26	LO	lower_right	144	980	0.24383671581745148	0.03287808100382487
26	LO	no_distractor	144	980	0.15898555517196655	0.03806415945291519
26	LO	upper_left	144	980	0.11307238042354584	0.036157300074895225
26	LO	upper_right	144	980	0.24248388409614563	0.03066892921924591
26	TO	lower_left	144	910	0.38065627217292786	0.04906190435091654
26	TO	lower_right	144	910	0.43683549761772156	0.045876736442248024
26	TO	no_distractor	144	910	0.40184035897254944	0.04720504581928253
26	TO	upper_left	144	910	0.28690487146377563	0.04703911145528158
26	TO	upper_right	144	910	0.4263317286968231	0.04274644454320272
26	VO	lower_left	144	508	0.11742015928030014	0.0411183163523674
26	VO	lower_right	144	508	0.14782334864139557	0.036124529937903084
26	VO	no_distractor	144	508	0.15459321439266205	0.03693290054798126
26	VO	upper_left	144	508	0.05198289453983307	0.037670607368151345
26	VO	upper_right	144	508	0.11340655386447906	0.036338838438193
27	V1	lower_left	144	2484	-0.019519006833434105	0.029714028040568035
27	V1	lower_right	144	2484	-0.023551758378744125	0.03324828545252482
27	V1	no_distractor	144	2484	-0.06096882373094559	0.030969813466072083
27	V1	upper_left	144	2484	0.028949925675988197	0.029171980917453766
27	V1	upper_right	144	2484	0.005301186814904213	0.0429904560248057
27	V2	lower_left	144	1924	-0.03088602051138878	0.02732059856255849
27	V2	lower_right	144	1924	-0.03173546493053436	0.02618029961983363
27	V2	no_distractor	144	1924	-0.034265849739313126	0.02961766968170802
27	V2	upper_left	144	1924	0.007280545774847269	0.026365453998247784
27	V2	upper_right	144	1924	-0.020085247233510017	0.0316030482451121
27	V3	lower_left	144	1420	-0.013600064441561699	0.02504618465900421
27	V3	lower_right	144	1420	-0.019689219072461128	0.02629796912272771
27	V3	no_distractor	144	1420	-0.026766374707221985	0.027637630701065063
27	V3	upper_left	144	1420	-0.007933337241411209	0.02753049631913503
27	V3	upper_right	144	1420	-0.020631376653909683	0.028623851637045544
27	V3AB	lower_left	144	1442	0.058514032512903214	0.019835151731967926
27	V3AB	lower_right	144	1442	-0.02092350833117962	0.021056013802687328
27	V3AB	no_distractor	144	1442	0.010976271703839302	0.024230482677618664
27	V3AB	upper_left	144	1442	-0.01050389464944601	0.02063926060994466
27	V3AB	upper_right	144	1442	0.0008148219785653055	0.027177837987740833
27	hV4	lower_left	144	637	-0.04362491890788078	0.021765867869059246
27	hV4	lower_right	144	637	-0.12710697948932648	0.02508110801378886
27	hV4	no_distractor	144	637	-0.08948253095149994	0.024449646472930908
27	hV4	upper_left	144	637	-0.12602970004081726	0.024589387079079945
27	hV4	upper_right	144	637	-0.13499437272548676	0.03231513500213623
27	LO	lower_left	144	903	0.19063788652420044	0.02676428606112798
27	LO	lower_right	144	903	0.13398581743240356	0.029152408242225647
27	LO	no_distractor	144	903	0.12437595427036285	0.03070620447397232
27	LO	upper_left	144	903	0.1508909910917282	0.028945453464984894
27	LO	upper_right	144	903	0.10293517261743546	0.03590463846921921
27	TO	lower_left	144	838	0.08248519897460938	0.024924164017041523
27	TO	lower_right	144	838	0.039663903415203094	0.026704855263233185
27	TO	no_distractor	144	838	0.039218053221702576	0.02721395343542099
27	TO	upper_left	144	838	0.0610915832221508	0.028297781944274902
27	TO	upper_right	144	838	0.01162145659327507	0.03204286595185598
27	VO	lower_left	144	398	-0.05484430119395256	0.025084527830282848
27	VO	lower_right	144	398	-0.15372252464294434	0.0254887193441391
27	VO	no_distractor	144	398	-0.1226399764418602	0.02779002736012141
27	VO	upper_left	144	398	-0.14024902880191803	0.027611176172892254
27	VO	upper_right	144	398	-0.1406698226928711	0.039074383676052094
28	V1	lower_left	144	1472	0.1363959163427353	0.013516716659069061
28	V1	lower_right	144	1472	0.1325739324092865	0.014161672443151474
28	V1	no_distractor	144	1472	0.12723833322525024	0.015908843527237575
28	V1	upper_left	144	1472	0.09989476948976517	0.01946389302611351
28	V1	upper_right	144	1472	0.11675373464822769	0.015899305542310078
28	V2	lower_left	144	1532	0.06537336856126785	0.01242095356186231
28	V2	lower_right	144	1532	0.05851446092128754	0.012671221047639847
28	V2	no_distractor	144	1532	0.06608093529939651	0.013631574809551239
28	V2	upper_left	144	1532	0.04430491849780083	0.015531493971745173
28	V2	upper_right	144	1532	0.04763193801045418	0.013887938112020493
28	V3	lower_left	144	874	-0.019461167976260185	0.009936071932315826
28	V3	lower_right	144	874	-0.02057694084942341	0.010411900157729784
28	V3	no_distractor	144	874	-0.023065656423568726	0.011820940921703974
28	V3	upper_left	144	874	-0.026128211989998817	0.012946762144565582
28	V3	upper_right	144	874	-0.0350722037255764	0.011824389298756918
28	V3AB	lower_left	144	1234	0.0008974944357760251	0.015271929403146109
28	V3AB	lower_right	144	1234	0.000583731452934444	0.014575065424044928
28	V3AB	no_distractor	144	1234	-0.00041983110713772476	0.015564516186714172
28	V3AB	upper_left	144	1234	-0.002172713400796056	0.016644527514775593
28	V3AB	upper_right	144	1234	-0.022994371131062508	0.017288438975811005
28	hV4	lower_left	144	466	-0.19549162685871124	0.01587412382165591
28	hV4	lower_right	144	466	-0.17144158482551575	0.014701109379529953
28	hV4	no_distractor	144	466	-0.18557868897914886	0.013713254282871882
28	hV4	upper_left	144	466	-0.16750308871269226	0.01610574747125308
28	hV4	upper_right	144	466	-0.20001251995563507	0.016623946527640026
28	LO	lower_left	144	959	0.16493485867977142	0.01540864755709966
28	LO	lower_right	144	959	0.1455451399087906	0.014840082575877508
28	LO	no_distractor	144	959	0.11677106469869614	0.014204097290833792
28	LO	upper_left	144	959	0.11362915486097336	0.0194820041457812
28	LO	upper_right	144	959	0.132289856672287	0.01741083214680354
28	TO	lower_left	144	915	-0.02463269978761673	0.017862673848867416
28	TO	lower_right	144	915	-0.0183008573949337	0.015067634483178457
28	TO	no_distractor	144	915	0.005780045874416828	0.01652831087509791
28	TO	upper_left	144	915	-0.005571854766458273	0.018655883769194286
28	TO	upper_right	144	915	-0.05096878111362457	0.018796517203251522
28	VO	lower_left	144	410	-0.17527730762958527	0.017443337788184483
28	VO	lower_right	144	410	-0.13987024128437042	0.016292616724967957
28	VO	no_distractor	144	410	-0.15615232288837433	0.016930559029181797
28	VO	upper_left	144	410	-0.13523666560649872	0.01932559534907341
28	VO	upper_right	144	410	-0.15826603770256042	0.01696723202864329
29	V1	lower_left	144	1796	0.35913828015327454	0.03123931090037028
29	V1	lower_right	144	1796	0.3287600874900818	0.0265018492937088
29	V1	no_distractor	144	1796	0.34304481744766235	0.026790926853815716
29	V1	upper_left	144	1796	0.394429087638855	0.02646699547767639
29	V1	upper_right	144	1796	0.3909131586551666	0.02653100589911143
29	V2	lower_left	144	1666	0.26784271001815796	0.02214120825131734
29	V2	lower_right	144	1666	0.24760876595973969	0.022994803885618847
29	V2	no_distractor	144	1666	0.2538655698299408	0.021485182146231335
29	V2	upper_left	144	1666	0.26269590854644775	0.02260384460290273
29	V2	upper_right	144	1666	0.28932708501815796	0.020365505168835323
29	V3	lower_left	144	1499	0.20041097700595856	0.021005019545555115
29	V3	lower_right	144	1499	0.18113009631633759	0.020501703023910522
29	V3	no_distractor	144	1499	0.20332582294940948	0.020477601637442906
29	V3	upper_left	144	1499	0.19070447981357574	0.021676165362199146
29	V3	upper_right	144	1499	0.21333788335323334	0.01989120865861575
29	V3AB	lower_left	144	1103	0.3584902584552765	0.02742980420589447
29	V3AB	lower_right	144	1103	0.4339980483055115	0.02927687515815099
29	V3AB	no_distractor	144	1103	0.42979076504707336	0.02771480878194173
29	V3AB	upper_left	144	1103	0.4613892138004303	0.03092294931411743
29	V3AB	upper_right	144	1103	0.44715431332588196	0.027685627341270447
29	hV4	lower_left	144	774	0.4103929400444031	0.028014627595742542
29	hV4	lower_right	144	774	0.37739431858062744	0.028124600648880005
29	hV4	no_distractor	144	774	0.4239993095397949	0.030040393273035686
29	hV4	upper_left	144	774	0.44275906682014465	0.0297317033012708
29	hV4	upper_right	144	774	0.4495603144168854	0.02863923708597819
29	LO	lower_left	144	803	0.25005218386650085	0.033258957167466484
29	LO	lower_right	144	803	0.24664714932441711	0.030486340324083965
29	LO	no_distractor	144	803	0.2957068383693695	0.032198319832483925
29	LO	upper_left	144	803	0.2744518220424652	0.03395224114259084
29	LO	upper_right	144	803	0.26654356718063354	0.03333180149396261
29	TO	lower_left	144	794	0.3980008363723755	0.03204456716775894
29	TO	lower_right	144	794	0.3530222177505493	0.03311547636985779
29	TO	no_distractor	144	794	0.36567819118499756	0.03315600256125132
29	TO	upper_left	144	794	0.38126298785209656	0.033626556396484375
29	TO	upper_right	144	794	0.40837758779525757	0.03081739197174708
29	VO	lower_left	144	562	0.26733291149139404	0.029177320500214893
29	VO	lower_right	144	562	0.3124152421951294	0.029019239048163097
29	VO	no_distractor	144	562	0.30481839179992676	0.028469751278559368
29	VO	upper_left	144	562	0.3694626986980438	0.027402708927790325
29	VO	upper_right	144	562	0.3298723101615906	0.030803817013899486
30	V1	lower_left	144	2045	0.07280407845973969	0.03459308296442032
30	V1	lower_right	144	2045	0.020758651196956635	0.03064106156428655
30	V1	no_distractor	144	2045	0.06679564714431763	0.02613344043493271
30	V1	upper_left	144	2045	0.04118752107024193	0.03140553335348765
30	V1	upper_right	144	2045	0.014047632925212383	0.03108345220486323
30	V2	lower_left	144	1812	-0.11965974420309067	0.03104778379201889
30	V2	lower_right	144	1812	-0.16975325345993042	0.028399435182412464
30	V2	no_distractor	144	1812	-0.1055966466665268	0.02514695127805074
30	V2	upper_left	144	1812	-0.1646769791841507	0.02782571315765381
30	V2	upper_right	144	1812	-0.1468576192855835	0.029034229616324108
30	V3	lower_left	144	1444	0.24368757009506226	0.031012410918871563
30	V3	lower_right	144	1444	0.17343752086162567	0.026266664266586304
30	V3	no_distractor	144	1444	0.22217290103435516	0.024037895103295643
30	V3	upper_left	144	1444	0.19338777661323547	0.026850588619709015
30	V3	upper_right	144	1444	0.24834983050823212	0.02732915182908376
30	V3AB	lower_left	144	1325	0.21891790628433228	0.024335555732250214
30	V3AB	lower_right	144	1325	0.21332688629627228	0.0213779682914416
30	V3AB	no_distractor	144	1325	0.2073834389448166	0.022967887421449024
30	V3AB	upper_left	144	1325	0.20709775388240814	0.022282928228378296
30	V3AB	upper_right	144	1325	0.22130340337753296	0.020759306848049164
30	hV4	lower_left	144	927	0.6255618333816528	0.031093426048755646
30	hV4	lower_right	144	927	0.5711144208908081	0.033384340504805245
30	hV4	no_distractor	144	927	0.5498432517051697	0.030475104848543804
30	hV4	upper_left	144	927	0.5724233388900757	0.030470711489518482
30	hV4	upper_right	144	927	0.6136264204978943	0.03196146835883459
30	LO	lower_left	144	1110	0.39219027757644653	0.03706442813078562
30	LO	lower_right	144	1110	0.3950207531452179	0.03759848823149999
30	LO	no_distractor	144	1110	0.3799275755882263	0.036181651055812836
30	LO	upper_left	144	1110	0.37514781951904297	0.03497825811306635
30	LO	upper_right	144	1110	0.44739028811454773	0.03488341967264811
30	TO	lower_left	144	1018	0.09551665186882019	0.025085575878620148
30	TO	lower_right	144	1018	0.09653420746326447	0.02392590045928955
30	TO	no_distractor	144	1018	0.11254796385765076	0.024095187584559124
30	TO	upper_left	144	1018	0.0933215394616127	0.022249914705753326
30	TO	upper_right	144	1018	0.09084364771842957	0.023990345497926075
30	VO	lower_left	144	717	0.8590885400772095	0.03429673363765081
30	VO	lower_right	144	717	0.7799295783042908	0.036260863145192467
30	VO	no_distractor	144	717	0.7319725155830383	0.03686541567246119
30	VO	upper_left	144	717	0.7836288809776306	0.03663552304108938
30	VO	upper_right	144	717	0.782351553440094	0.03289962559938431
